日期,小时,用电负荷
2019-08-31,17:00,110.86498900000005
2019-08-31,18:00,105.37285800000006
2019-08-31,19:00,99.13307200000007
2019-08-31,20:00,97.5769640000001
2019-08-31,21:00,101.78437700000013
2019-08-31,22:00,96.67721800000002
2019-08-31,23:00,98.41046200000001
2019-09-01,00:00,75.56516400000002
2019-09-01,01:00,87.36685199999998
2019-09-01,02:00,80.43385600000005
2019-09-01,03:00,88.33323899999998
2019-09-01,04:00,72.47386500000005
2019-09-01,05:00,88.47053799999998
2019-09-01,06:00,89.32722199999998
2019-09-01,07:00,98.82173800000001
2019-09-01,08:00,87.93797499999998
2019-09-01,09:00,99.96044500000012
2019-09-01,10:00,96.21006400000013
2019-09-01,11:00,87.51113700000006
2019-09-01,12:00,101.08931000000013
2019-09-01,13:00,97.42914300000008
2019-09-01,14:00,107.06889800000015
2019-09-01,15:00,95.15500900000005
2019-09-01,16:00,104.17402800000015
2019-09-01,17:00,99.38850600000002
2019-09-01,18:00,103.89822100000004
2019-09-01,19:00,95.90774800000003
2019-09-01,20:00,97.56613300000004
2019-09-01,21:00,94.27693300000014
2019-09-01,22:00,104.42902300000014
2019-09-01,23:00,93.662232
2019-09-02,00:00,79.91985499999998
2019-09-02,01:00,82.81707099999998
2019-09-02,02:00,83.06948600000007
2019-09-02,03:00,84.42360400000003
2019-09-02,04:00,80.15811099999999
2019-09-02,05:00,89.850177
2019-09-02,06:00,87.0420650000001
2019-09-02,07:00,109.48789700000003
2019-09-02,08:00,109.69265500000012
2019-09-02,09:00,115.71296800000009
2019-09-02,10:00,103.98670900000003
2019-09-02,11:00,111.07038400000012
2019-09-02,12:00,104.66578100000012
2019-09-02,13:00,105.2845750000001
2019-09-02,14:00,107.92422300000004
2019-09-02,15:00,107.49110000000002
2019-09-02,16:00,119.97952200000006
2019-09-02,17:00,109.13828800000009
2019-09-02,18:00,115.62528300000007
2019-09-02,19:00,99.4875540000001
2019-09-02,20:00,102.40731300000013
2019-09-02,21:00,107.31985900000006
2019-09-02,22:00,101.58794400000008
2019-09-02,23:00,103.49894800000007
2019-09-03,00:00,88.06286699999998
2019-09-03,01:00,93.87657299999998
2019-09-03,02:00,81.823514
2019-09-03,03:00,88.43168600000003
2019-09-03,04:00,90.55042000000002
2019-09-03,05:00,88.051849
2019-09-03,06:00,105.98298100000011
2019-09-03,07:00,97.81566000000004
2019-09-03,08:00,102.33104300000008
2019-09-03,09:00,112.30901600000009
2019-09-03,10:00,104.76413900000011
2019-09-03,11:00,94.81870900000008
2019-09-03,12:00,111.80685200000009
2019-09-03,13:00,105.98063700000009
2019-09-03,14:00,109.81382900000015
2019-09-03,15:00,107.5597690000001
2019-09-03,16:00,110.61390400000006
2019-09-03,17:00,109.53055200000013
2019-09-03,18:00,117.90687900000009
2019-09-03,19:00,106.53511200000008
2019-09-03,20:00,100.98570799999999
2019-09-03,21:00,111.7926780000001
2019-09-03,22:00,100.3650980000001
2019-09-03,23:00,95.82767500000006
2019-09-04,00:00,87.73384699999995
2019-09-04,01:00,91.68370000000003
2019-09-04,02:00,89.77133799999997
2019-09-04,03:00,90.09236600000008
2019-09-04,04:00,93.73275700000003
2019-09-04,05:00,90.539709
2019-09-04,06:00,99.82718600000005
2019-09-04,07:00,113.47191300000009
2019-09-04,08:00,107.17705900000009
2019-09-04,09:00,112.45597800000002
2019-09-04,10:00,116.82718400000005
2019-09-04,11:00,97.85137200000008
2019-09-04,12:00,105.78570100000007
2019-09-04,13:00,108.42064900000011
2019-09-04,14:00,116.52711200000009
2019-09-04,15:00,109.78289300000012
2019-09-04,16:00,112.48107600000003
2019-09-04,17:00,114.50602800000013
2019-09-04,18:00,112.78830200000012
2019-09-04,19:00,108.93220500000014
2019-09-04,20:00,111.63188900000006
2019-09-04,21:00,101.50246000000008
2019-09-04,22:00,103.37782200000012
2019-09-04,23:00,102.68224000000009
2019-09-05,00:00,88.40797700000002
2019-09-05,01:00,89.59618299999997
2019-09-05,02:00,96.48344400000006
2019-09-05,03:00,88.74616499999999
2019-09-05,04:00,87.20327100000003
2019-09-05,05:00,100.17885
2019-09-05,06:00,92.71417400000004
2019-09-05,07:00,108.52560300000005
2019-09-05,08:00,118.80579700000007
2019-09-05,09:00,114.46033599999994
2019-09-05,10:00,111.75470900000008
2019-09-05,11:00,114.75365600000015
2019-09-05,12:00,100.99012400000018
2019-09-05,13:00,108.59774900000006
2019-09-05,14:00,117.88602800000011
2019-09-05,15:00,112.29290800000007
2019-09-05,16:00,113.77397800000011
2019-09-05,17:00,121.28481900000008
2019-09-05,18:00,105.55300400000012
2019-09-05,19:00,112.77707300000014
2019-09-05,20:00,113.4186910000001
2019-09-05,21:00,104.41611200000008
2019-09-05,22:00,110.6043310000001
2019-09-05,23:00,97.26699500000004
2019-09-06,00:00,84.0810770000001
2019-09-06,01:00,97.38612099999999
2019-09-06,02:00,91.33553100000005
2019-09-06,03:00,89.88536300000003
2019-09-06,04:00,95.691277
2019-09-06,05:00,91.08861400000005
2019-09-06,06:00,106.20123100000004
2019-09-06,07:00,102.39566100000013
2019-09-06,08:00,111.22384500000005
2019-09-06,09:00,117.85963600000004
2019-09-06,10:00,110.67366900000002
2019-09-06,11:00,98.92390600000006
2019-09-06,12:00,113.5134800000001
2019-09-06,13:00,105.77313800000015
2019-09-06,14:00,102.996283
2019-09-06,15:00,114.16553699999999
2019-09-06,16:00,108.85985000000011
2019-09-06,17:00,110.00644600000014
2019-09-06,18:00,118.45952499999999
2019-09-06,19:00,105.61336600000006
2019-09-06,20:00,104.45374500000005
2019-09-06,21:00,102.02166900000006
2019-09-06,22:00,104.66471000000008
2019-09-06,23:00,100.41629900000014
2019-09-07,00:00,93.26092900000008
2019-09-07,01:00,98.87866100000002
2019-09-07,02:00,90.65621400000003
2019-09-07,03:00,88.17290999999996
2019-09-07,04:00,95.90039300000005
2019-09-07,05:00,84.44291800000002
2019-09-07,06:00,100.077763
2019-09-07,07:00,109.56177400000006
2019-09-07,08:00,108.07624400000007
2019-09-07,09:00,105.51210500000008
2019-09-07,10:00,110.83794900000002
2019-09-07,11:00,108.65666900000002
2019-09-07,12:00,113.72180800000001
2019-09-07,13:00,112.23408500000004
2019-09-07,14:00,105.56440800000009
2019-09-07,15:00,119.7108590000001
2019-09-07,16:00,113.92739500000017
2019-09-07,17:00,112.24194300000016
2019-09-07,18:00,118.07227300000014
2019-09-07,19:00,109.83354300000008
2019-09-07,20:00,111.97412600000013
2019-09-07,21:00,101.15677300000003
2019-09-07,22:00,109.76632100000002
2019-09-07,23:00,98.19706500000007
2019-09-08,00:00,91.33305599999996
2019-09-08,01:00,98.03282200000007
2019-09-08,02:00,91.60534400000003
2019-09-08,03:00,95.79015799999998
2019-09-08,04:00,88.57002900000002
2019-09-08,05:00,91.66407199999995
2019-09-08,06:00,103.87812600000008
2019-09-08,07:00,97.78755600000004
2019-09-08,08:00,101.63627300000002
2019-09-08,09:00,98.77458900000003
2019-09-08,10:00,104.21923700000005
2019-09-08,11:00,108.71265500000005
2019-09-08,12:00,99.41701700000002
2019-09-08,13:00,109.39238500000012
2019-09-08,14:00,102.89472100000012
2019-09-08,15:00,100.70154600000019
2019-09-08,16:00,112.4708330000002
2019-09-08,17:00,103.67111000000008
2019-09-08,18:00,108.63617600000008
2019-09-08,19:00,98.66799100000006
2019-09-08,20:00,100.26194000000008
2019-09-08,21:00,105.40164700000004
2019-09-08,22:00,98.980079
2019-09-08,23:00,98.08126900000009
2019-09-09,00:00,82.341958
2019-09-09,01:00,79.59737500000004
2019-09-09,02:00,91.25338800000013
2019-09-09,03:00,82.26536300000002
2019-09-09,04:00,90.94572000000008
2019-09-09,05:00,84.13087900000004
2019-09-09,06:00,99.22704200000017
2019-09-09,07:00,112.23463800000003
2019-09-09,08:00,113.09909600000015
2019-09-09,09:00,116.76708800000007
2019-09-09,10:00,103.63363400000004
2019-09-09,11:00,109.22127500000005
2019-09-09,12:00,115.64704800000015
2019-09-09,13:00,114.25973400000007
2019-09-09,14:00,119.64602300000013
2019-09-09,15:00,110.05538300000002
2019-09-09,16:00,114.07190600000008
2019-09-09,17:00,122.95841100000011
2019-09-09,18:00,117.6297770000001
2019-09-09,19:00,110.7563880000001
2019-09-09,20:00,113.3244770000001
2019-09-09,21:00,107.97651200000011
2019-09-09,22:00,112.0137350000001
2019-09-09,23:00,96.35419700000003
2019-09-10,00:00,99.80699300000005
2019-09-10,01:00,83.247743
2019-09-10,02:00,91.452466
2019-09-10,03:00,97.19249600000012
2019-09-10,04:00,88.11592500000003
2019-09-10,05:00,92.99306500000002
2019-09-10,06:00,107.89153100000011
2019-09-10,07:00,108.58640600000021
2019-09-10,08:00,119.08358200000004
2019-09-10,09:00,114.86040500000003
2019-09-10,10:00,105.07694200000009
2019-09-10,11:00,114.26501600000003
2019-09-10,12:00,106.71392200000008
2019-09-10,13:00,119.05692599999999
2019-09-10,14:00,102.22182500000005
2019-09-10,15:00,107.07590600000005
2019-09-10,16:00,118.11166100000011
2019-09-10,17:00,109.40293200000009
2019-09-10,18:00,112.88920900000008
2019-09-10,19:00,114.4835090000001
2019-09-10,20:00,100.42974800000002
2019-09-10,21:00,110.19568900000004
2019-09-10,22:00,105.35897500000019
2019-09-10,23:00,96.87496000000009
2019-09-11,00:00,93.70074500000001
2019-09-11,01:00,91.29471300000007
2019-09-11,02:00,98.64523900000005
2019-09-11,03:00,89.34694500000005
2019-09-11,04:00,90.4373220000001
2019-09-11,05:00,96.57294199999994
2019-09-11,06:00,94.74830500000007
2019-09-11,07:00,105.5498980000001
2019-09-11,08:00,119.96545400000007
2019-09-11,09:00,108.61349400000012
2019-09-11,10:00,112.45137900000006
2019-09-11,11:00,106.76752900000007
2019-09-11,12:00,108.04047800000012
2019-09-11,13:00,109.73313900000004
2019-09-11,14:00,117.88925000000012
2019-09-11,15:00,113.40418299999999
2019-09-11,16:00,104.40511400000005
2019-09-11,17:00,122.51703800000014
2019-09-11,18:00,113.66427500000006
2019-09-11,19:00,107.90172300000016
2019-09-11,20:00,114.71684800000006
2019-09-11,21:00,103.59793900000003
2019-09-11,22:00,105.88352100000004
2019-09-11,23:00,101.77576200000007
2019-09-12,00:00,91.58725600000005
2019-09-12,01:00,94.51694200000004
2019-09-12,02:00,90.74497900000007
2019-09-12,03:00,94.54678000000006
2019-09-12,04:00,88.19379700000009
2019-09-12,05:00,95.15196
2019-09-12,06:00,99.20584799999996
2019-09-12,07:00,105.21837200000006
2019-09-12,08:00,111.22903500000008
2019-09-12,09:00,113.37623900000017
2019-09-12,10:00,106.6583080000001
2019-09-12,11:00,105.41116300000003
2019-09-12,12:00,104.70149800000006
2019-09-12,13:00,88.06054200000005
2019-09-12,14:00,102.19674700000012
2019-09-12,15:00,115.13807000000006
2019-09-12,16:00,111.76046100000015
2019-09-12,17:00,116.38590800000004
2019-09-12,18:00,108.01983800000012
2019-09-12,19:00,105.1966190000002
2019-09-12,20:00,101.65402300000001
2019-09-12,21:00,101.03541000000008
2019-09-12,22:00,106.46888100000001
2019-09-12,23:00,95.42747500000002
2019-09-13,00:00,95.57726000000011
2019-09-13,01:00,83.38623700000002
2019-09-13,02:00,82.00604300000002
2019-09-13,03:00,82.38414700000006
2019-09-13,04:00,88.26338300000002
2019-09-13,05:00,85.504556
2019-09-13,06:00,90.31479800000004
2019-09-13,07:00,96.93927800000012
2019-09-13,08:00,78.48571100000002
2019-09-13,09:00,90.87729000000006
2019-09-13,10:00,90.55325400000005
2019-09-13,11:00,90.67226699999998
2019-09-13,12:00,79.74227700000002
2019-09-13,13:00,84.98411800000001
2019-09-13,14:00,89.26221800000009
2019-09-13,15:00,87.53600300000002
2019-09-13,16:00,92.5131239999999
2019-09-13,17:00,86.99139600000004
2019-09-13,18:00,85.69635200000002
2019-09-13,19:00,85.358225
2019-09-13,20:00,90.392306
2019-09-13,21:00,81.21757799999999
2019-09-13,22:00,92.17731200000004
2019-09-13,23:00,72.79112100000005
2019-09-14,00:00,83.44605200000007
2019-09-14,01:00,68.64842000000003
2019-09-14,02:00,72.82854599999997
2019-09-14,03:00,69.85115800000004
2019-09-14,04:00,64.32386900000002
2019-09-14,05:00,68.33902400000002
2019-09-14,06:00,86.58534100000003
2019-09-14,07:00,84.03661700000009
2019-09-14,08:00,93.28156600000014
2019-09-14,09:00,96.78168600000008
2019-09-14,10:00,98.49947900000005
2019-09-14,11:00,107.84128600000003
2019-09-14,12:00,91.03718200000006
2019-09-14,13:00,108.99136000000006
2019-09-14,14:00,101.49465100000006
2019-09-14,15:00,108.36281900000012
2019-09-14,16:00,104.79061000000007
2019-09-14,17:00,101.99920100000008
2019-09-14,18:00,101.67096500000011
2019-09-14,19:00,81.71502400000001
2019-09-14,20:00,77.94764100000002
2019-09-14,21:00,77.54824800000003
2019-09-14,22:00,76.83891800000002
2019-09-14,23:00,68.51936400000001
2019-09-15,00:00,88.736303
2019-09-15,01:00,83.28484699999998
2019-09-15,02:00,82.90122800000003
2019-09-15,03:00,79.27725900000006
2019-09-15,04:00,85.57799699999997
2019-09-15,05:00,82.29107400000007
2019-09-15,06:00,85.99787499999998
2019-09-15,07:00,102.22091300000002
2019-09-15,08:00,100.58691000000017
2019-09-15,09:00,103.4605400000001
2019-09-15,10:00,106.49990600000012
2019-09-15,11:00,109.77560800000009
2019-09-15,12:00,96.25809800000006
2019-09-15,13:00,107.6073460000001
2019-09-15,14:00,117.3343470000001
2019-09-15,15:00,101.71373000000014
2019-09-15,16:00,116.63018800000005
2019-09-15,17:00,105.84068500000012
2019-09-15,18:00,114.55969400000012
2019-09-15,19:00,107.49435300000013
2019-09-15,20:00,100.82877700000007
2019-09-15,21:00,104.47199300000011
2019-09-15,22:00,107.70404800000009
2019-09-15,23:00,97.44766400000009
2019-09-16,00:00,88.73232800000001
2019-09-16,01:00,88.112914
2019-09-16,02:00,90.09915099999996
2019-09-16,03:00,93.15202799999996
2019-09-16,04:00,85.04654499999998
2019-09-16,05:00,96.51547900000004
2019-09-16,06:00,90.41610500000004
2019-09-16,07:00,111.02514800000021
2019-09-16,08:00,109.33234300000014
2019-09-16,09:00,119.35646700000008
2019-09-16,10:00,103.9801510000001
2019-09-16,11:00,109.38049000000017
2019-09-16,12:00,109.72497800000014
2019-09-16,13:00,109.98024400000014
2019-09-16,14:00,110.41969100000011
2019-09-16,15:00,109.29959700000009
2019-09-16,16:00,118.91025800000017
2019-09-16,17:00,106.51797900000015
2019-09-16,18:00,122.96876700000008
2019-09-16,19:00,108.05816300000012
2019-09-16,20:00,113.4245710000001
2019-09-16,21:00,105.05726800000014
2019-09-16,22:00,95.27258400000001
2019-09-16,23:00,101.16203600000009
2019-09-17,00:00,90.733688
2019-09-17,01:00,97.15892100000006
2019-09-17,02:00,90.49277200000006
2019-09-17,03:00,89.29974500000007
2019-09-17,04:00,89.92730900000001
2019-09-17,05:00,97.02630100000009
2019-09-17,06:00,100.90360500000003
2019-09-17,07:00,113.64000200000017
2019-09-17,08:00,104.2259870000001
2019-09-17,09:00,111.91397700000014
2019-09-17,10:00,113.30204800000011
2019-09-17,11:00,101.76065100000007
2019-09-17,12:00,109.20694800000018
2019-09-17,13:00,110.4437550000001
2019-09-17,14:00,101.37452800000015
2019-09-17,15:00,121.00419800000019
2019-09-17,16:00,112.74255300000011
2019-09-17,17:00,120.09265400000014
2019-09-17,18:00,107.59132300000006
2019-09-17,19:00,116.09438500000009
2019-09-17,20:00,103.37310700000006
2019-09-17,21:00,112.22816700000007
2019-09-17,22:00,103.43841600000006
2019-09-17,23:00,94.51681000000005
2019-09-18,00:00,89.26798500000005
2019-09-18,01:00,98.32461900000004
2019-09-18,02:00,91.19061999999994
2019-09-18,03:00,87.83254200000005
2019-09-18,04:00,89.38884399999999
2019-09-18,05:00,91.36237699999998
2019-09-18,06:00,109.90834600000007
2019-09-18,07:00,105.89867600000011
2019-09-18,08:00,110.39716400000019
2019-09-18,09:00,111.33403400000014
2019-09-18,10:00,112.99832200000014
2019-09-18,11:00,98.4808960000001
2019-09-18,12:00,108.69251699999998
2019-09-18,13:00,111.61904500000004
2019-09-18,14:00,108.51627200000007
2019-09-18,15:00,111.10073700000014
2019-09-18,16:00,110.77217900000011
2019-09-18,17:00,112.44097300000007
2019-09-18,18:00,112.46722800000018
2019-09-18,19:00,113.9520760000001
2019-09-18,20:00,105.73026800000011
2019-09-18,21:00,111.75618500000013
2019-09-18,22:00,96.56611900000004
2019-09-18,23:00,103.18656700000004
2019-09-19,00:00,89.62466100000002
2019-09-19,01:00,97.61202700000007
2019-09-19,02:00,89.020299
2019-09-19,03:00,89.07593900000003
2019-09-19,04:00,88.765466
2019-09-19,05:00,88.92650900000005
2019-09-19,06:00,105.3899300000001
2019-09-19,07:00,106.29697500000015
2019-09-19,08:00,108.98118800000012
2019-09-19,09:00,110.69711800000009
2019-09-19,10:00,98.66981600000008
2019-09-19,11:00,109.68337200000009
2019-09-19,12:00,98.93103300000008
2019-09-19,13:00,101.99905500000001
2019-09-19,14:00,101.23850500000015
2019-09-19,15:00,103.64806600000018
2019-09-19,16:00,105.07979500000012
2019-09-19,17:00,104.57961900000011
2019-09-19,18:00,112.87100100000013
2019-09-19,19:00,93.54501700000013
2019-09-19,20:00,105.84545800000016
2019-09-19,21:00,95.92781400000013
2019-09-19,22:00,98.5754650000001
2019-09-19,23:00,87.20965800000006
2019-09-20,00:00,83.777516
2019-09-20,01:00,90.49100800000005
2019-09-20,02:00,84.84775600000015
2019-09-20,03:00,82.74803000000006
2019-09-20,04:00,83.26324700000012
2019-09-20,05:00,85.80222600000002
2019-09-20,06:00,91.96314200000006
2019-09-20,07:00,98.88591800000012
2019-09-20,08:00,103.61124900000006
2019-09-20,09:00,102.32335700000003
2019-09-20,10:00,99.63763800000007
2019-09-20,11:00,93.6534780000001
2019-09-20,12:00,102.25471200000004
2019-09-20,13:00,101.62225300000014
2019-09-20,14:00,93.86342300000008
2019-09-20,15:00,107.15914700000015
2019-09-20,16:00,100.41253700000017
2019-09-20,17:00,105.66496200000006
2019-09-20,18:00,112.68029700000005
2019-09-20,19:00,102.76593400000016
2019-09-20,20:00,91.12210500000003
2019-09-20,21:00,104.591143
2019-09-20,22:00,95.85496800000014
2019-09-20,23:00,89.15700500000001
2019-09-21,00:00,84.08293599999999
2019-09-21,01:00,88.97376300000003
2019-09-21,02:00,89.47509300000002
2019-09-21,03:00,87.43289300000004
2019-09-21,04:00,88.35438100000002
2019-09-21,05:00,95.31626400000005
2019-09-21,06:00,91.63767600000006
2019-09-21,07:00,96.91308000000011
2019-09-21,08:00,111.20363100000009
2019-09-21,09:00,96.88361600000002
2019-09-21,10:00,113.71432200000008
2019-09-21,11:00,94.72836500000011
2019-09-21,12:00,104.54146800000005
2019-09-21,13:00,96.73733700000001
2019-09-21,14:00,115.96184000000011
2019-09-21,15:00,101.87269700000013
2019-09-21,16:00,115.89806500000009
2019-09-21,17:00,108.42672000000013
2019-09-21,18:00,109.24989600000004
2019-09-21,19:00,105.95914900000008
2019-09-21,20:00,102.22803800000008
2019-09-21,21:00,104.97152200000004
2019-09-21,22:00,98.32852500000001
2019-09-21,23:00,103.28511000000009
2019-09-22,00:00,80.45299300000002
2019-09-22,01:00,88.87994399999998
2019-09-22,02:00,95.82979100000004
2019-09-22,03:00,78.169756
2019-09-22,04:00,92.936778
2019-09-22,05:00,87.164526
2019-09-22,06:00,90.51161200000007
2019-09-22,07:00,93.67927900000008
2019-09-22,08:00,85.68500000000006
2019-09-22,09:00,100.12657900000005
2019-09-22,10:00,95.00204100000002
2019-09-22,11:00,87.77253700000007
2019-09-22,12:00,98.11064600000005
2019-09-22,13:00,91.016117
2019-09-22,14:00,97.12748700000009
2019-09-22,15:00,98.84187700000008
2019-09-22,16:00,100.02344900000011
2019-09-22,17:00,90.443623
2019-09-22,18:00,104.48959500000007
2019-09-22,19:00,90.57844400000008
2019-09-22,20:00,102.65079400000003
2019-09-22,21:00,85.93430700000002
2019-09-22,22:00,92.42543800000011
2019-09-22,23:00,96.28552200000007
2019-09-23,00:00,74.20572000000008
2019-09-23,01:00,90.014691
2019-09-23,02:00,82.85864300000003
2019-09-23,03:00,82.14405600000006
2019-09-23,04:00,77.48238400000001
2019-09-23,05:00,84.23185899999997
2019-09-23,06:00,91.48666700000001
2019-09-23,07:00,98.59432100000011
2019-09-23,08:00,111.16924400000003
2019-09-23,09:00,95.50987800000007
2019-09-23,10:00,101.88438900000016
2019-09-23,11:00,100.80353800000003
2019-09-23,12:00,96.41234900000008
2019-09-23,13:00,98.61036300000004
2019-09-23,14:00,110.12435400000007
2019-09-23,15:00,104.9935800000001
2019-09-23,16:00,107.09024100000019
2019-09-23,17:00,107.86757100000008
2019-09-23,18:00,106.96072200000009
2019-09-23,19:00,104.68593800000014
2019-09-23,20:00,102.00948700000009
2019-09-23,21:00,109.03824000000014
2019-09-23,22:00,90.03744799999998
2019-09-23,23:00,99.60718
2019-09-24,00:00,89.96312800000003
2019-09-24,01:00,79.53963500000002
2019-09-24,02:00,96.66195500000002
2019-09-24,03:00,87.09219200000001
2019-09-24,04:00,87.799179
2019-09-24,05:00,86.51986700000006
2019-09-24,06:00,103.50216500000012
2019-09-24,07:00,94.94914700000011
2019-09-24,08:00,111.91169300000007
2019-09-24,09:00,105.19180600000013
2019-09-24,10:00,102.8852950000001
2019-09-24,11:00,101.71068900000012
2019-09-24,12:00,89.65965900000005
2019-09-24,13:00,109.18059600000004
2019-09-24,14:00,96.32126300000006
2019-09-24,15:00,103.03526700000013
2019-09-24,16:00,104.6971430000001
2019-09-24,17:00,110.37427700000012
2019-09-24,18:00,113.02822600000009
2019-09-24,19:00,95.47073600000004
2019-09-24,20:00,99.55113400000016
2019-09-24,21:00,104.64878900000002
2019-09-24,22:00,101.24825300000012
2019-09-24,23:00,90.705749
2019-09-25,00:00,89.54711500000006
2019-09-25,01:00,96.18005100000002
2019-09-25,02:00,85.98233000000005
2019-09-25,03:00,88.2324290000001
2019-09-25,04:00,93.50275900000007
2019-09-25,05:00,84.7836480000001
2019-09-25,06:00,102.66184300000006
2019-09-25,07:00,103.92546800000012
2019-09-25,08:00,117.70767400000013
2019-09-25,09:00,100.02751900000014
2019-09-25,10:00,115.15250600000013
2019-09-25,11:00,94.09370200000014
2019-09-25,12:00,101.55751600000002
2019-09-25,13:00,102.27971700000006
2019-09-25,14:00,105.3235520000001
2019-09-25,15:00,110.18714800000005
2019-09-25,16:00,104.29238000000012
2019-09-25,17:00,108.26655000000015
2019-09-25,18:00,118.75028400000012
2019-09-25,19:00,96.3556220000001
2019-09-25,20:00,110.69201100000011
2019-09-25,21:00,102.2522310000001
2019-09-25,22:00,107.4667490000001
2019-09-25,23:00,86.31121599999999
2019-09-26,00:00,96.90544800000004
2019-09-26,01:00,89.037153
2019-09-26,02:00,96.19678300000008
2019-09-26,03:00,87.48596100000006
2019-09-26,04:00,86.72486700000002
2019-09-26,05:00,90.67071800000002
2019-09-26,06:00,99.46003499999999
2019-09-26,07:00,111.7466310000001
2019-09-26,08:00,100.86106700000006
2019-09-26,09:00,116.19305700000004
2019-09-26,10:00,106.4176930000001
2019-09-26,11:00,100.8977160000001
2019-09-26,12:00,102.29807300000004
2019-09-26,13:00,96.09516700000003
2019-09-26,14:00,108.43012300000017
2019-09-26,15:00,100.6749420000001
2019-09-26,16:00,107.72155000000008
2019-09-26,17:00,107.60184900000013
2019-09-26,18:00,110.51362000000013
2019-09-26,19:00,109.08755900000014
2019-09-26,20:00,104.15365100000008
2019-09-26,21:00,110.15682000000012
2019-09-26,22:00,94.44428700000005
2019-09-26,23:00,102.10198499999997
2019-09-27,00:00,87.875163
2019-09-27,01:00,96.45151000000001
2019-09-27,02:00,82.940154
2019-09-27,03:00,96.56845000000003
2019-09-27,04:00,86.59517100000004
2019-09-27,05:00,85.23222900000003
2019-09-27,06:00,105.21402600000015
2019-09-27,07:00,104.18901000000005
2019-09-27,08:00,115.2360370000001
2019-09-27,09:00,101.00435100000013
2019-09-27,10:00,114.5597940000001
2019-09-27,11:00,95.47519600000005
2019-09-27,12:00,101.19824600000003
2019-09-27,13:00,112.94042400000009
2019-09-27,14:00,101.85952800000011
2019-09-27,15:00,114.32149400000006
2019-09-27,16:00,103.83743800000009
2019-09-27,17:00,117.02390400000017
2019-09-27,18:00,112.66786000000006
2019-09-27,19:00,96.74088500000006
2019-09-27,20:00,113.5915260000001
2019-09-27,21:00,102.59352899999998
2019-09-27,22:00,108.72433300000006
2019-09-27,23:00,87.55474000000005
2019-09-28,00:00,87.90567999999999
2019-09-28,01:00,96.57512800000003
2019-09-28,02:00,86.81764700000004
2019-09-28,03:00,86.80614499999999
2019-09-28,04:00,86.62708000000002
2019-09-28,05:00,95.46693200000001
2019-09-28,06:00,85.90337500000005
2019-09-28,07:00,97.9515340000001
2019-09-28,08:00,106.18215000000009
2019-09-28,09:00,98.0617750000001
2019-09-28,10:00,109.65965400000005
2019-09-28,11:00,99.65162200000013
2019-09-28,12:00,99.36534400000006
2019-09-28,13:00,104.37811899999998
2019-09-28,14:00,97.93777200000005
2019-09-28,15:00,111.5206020000001
2019-09-28,16:00,105.56096400000007
2019-09-28,17:00,104.62222200000014
2019-09-28,18:00,103.67816100000015
2019-09-28,19:00,106.865878
2019-09-28,20:00,93.46393800000007
2019-09-28,21:00,101.74231300000005
2019-09-28,22:00,105.09472600000008
2019-09-28,23:00,94.90574900000006
2019-09-29,00:00,84.54333000000007
2019-09-29,01:00,86.946349
2019-09-29,02:00,93.70560900000007
2019-09-29,03:00,85.0791450000001
2019-09-29,04:00,76.35672000000001
2019-09-29,05:00,92.11731900000001
2019-09-29,06:00,95.23232200000005
2019-09-29,07:00,97.37611300000007
2019-09-29,08:00,104.8010000000001
2019-09-29,09:00,106.82128300000005
2019-09-29,10:00,95.1499630000001
2019-09-29,11:00,94.83988600000012
2019-09-29,12:00,98.99146600000012
2019-09-29,13:00,87.76934200000005
2019-09-29,14:00,103.0226180000001
2019-09-29,15:00,88.14135200000001
2019-09-29,16:00,98.36299500000007
2019-09-29,17:00,105.54527200000014
2019-09-29,18:00,101.34709300000013
2019-09-29,19:00,86.65324599999998
2019-09-29,20:00,98.39608500000013
2019-09-29,21:00,92.60852700000012
2019-09-29,22:00,96.76848700000004
2019-09-29,23:00,78.00812300000003
2019-09-30,00:00,79.924682
2019-09-30,01:00,88.32752900000007
2019-09-30,02:00,83.37432200000003
2019-09-30,03:00,82.934967
2019-09-30,04:00,80.953802
2019-09-30,05:00,81.35999699999996
2019-09-30,06:00,98.5434890000001
2019-09-30,07:00,88.96663600000004
2019-09-30,08:00,102.22765600000004
2019-09-30,09:00,96.0290380000001
2019-09-30,10:00,89.78602600000009
2019-09-30,11:00,98.10479000000007
2019-09-30,12:00,86.00011700000005
2019-09-30,13:00,102.00331200000001
2019-09-30,14:00,93.63191300000011
2019-09-30,15:00,97.49939700000006
2019-09-30,16:00,105.11423000000012
2019-09-30,17:00,90.93293300000012
2019-09-30,18:00,94.97824100000007
2019-09-30,19:00,99.14420000000008
2019-09-30,20:00,91.3389470000001
2019-09-30,21:00,87.9957080000001
2019-09-30,22:00,89.63093300000001
2019-09-30,23:00,83.09586000000003
2019-10-01,00:00,86.486072
2019-10-01,01:00,66.89428799999996
2019-10-01,02:00,51.47547600000001
2019-10-01,03:00,52.37688800000003
2019-10-01,04:00,48.082656
2019-10-01,05:00,48.09740700000002
2019-10-01,06:00,59.204098
2019-10-01,07:00,55.08595399999998
2019-10-01,08:00,52.331113000000045
2019-10-01,09:00,54.337870000000024
2019-10-01,10:00,56.05048000000002
2019-10-01,11:00,54.074664000000006
2019-10-01,12:00,56.19669700000005
2019-10-01,13:00,57.80650100000005
2019-10-01,14:00,58.47885600000002
2019-10-01,15:00,56.655100000000076
