day,day_of_week,weekend,half_month,holiday,hour,负荷
10,3,False,1,2,22,103.03262600000012
10,3,False,1,2,23,104.57140500000006
10,5,True,1,2,0,2553.7848999999887
10,5,True,1,2,1,95.61145700000004
10,5,True,1,2,2,90.24951400000005
10,5,True,1,2,3,94.73791900000006
10,5,True,1,2,4,92.54269799999994
10,5,True,1,2,5,82.66989500000008
10,5,True,1,2,6,101.14292200000004
10,5,True,1,2,7,105.3427590000001
10,5,True,1,2,8,97.81115100000007
10,5,True,1,2,9,114.37608200000003
10,5,True,1,2,10,105.90842000000006
10,5,True,1,2,11,103.1005190000001
10,5,True,1,2,12,109.99286200000009
10,5,True,1,2,13,108.02538100000015
10,5,True,1,2,14,107.65442300000011
10,5,True,1,2,15,110.39883900000014
10,5,True,1,2,16,116.60758100000007
10,5,True,1,2,17,111.36254900000006
10,5,True,1,2,18,109.22217399999997
10,5,True,1,2,19,111.3694800000001
10,5,True,1,2,20,109.63604500000007
10,5,True,1,2,21,94.72522600000002
10,5,True,1,2,22,107.70489900000007
10,5,True,1,2,23,102.97485300000014
11,2,False,1,2,0,2625.3239799999915
11,2,False,1,2,1,91.29471300000007
11,2,False,1,2,2,98.64523900000005
11,2,False,1,2,3,89.34694500000005
11,2,False,1,2,4,90.4373220000001
11,2,False,1,2,5,96.57294199999994
11,2,False,1,2,6,94.74830500000007
11,2,False,1,2,7,105.5498980000001
11,2,False,1,2,8,119.96545400000007
11,2,False,1,2,9,108.61349400000012
11,2,False,1,2,10,112.45137900000006
11,2,False,1,2,11,106.76752900000007
11,2,False,1,2,12,108.04047800000012
11,2,False,1,2,13,109.73313900000004
11,2,False,1,2,14,117.88925000000012
11,2,False,1,2,15,113.40418299999999
11,2,False,1,2,16,104.40511400000005
11,2,False,1,2,17,122.51703800000014
11,2,False,1,2,18,113.66427500000006
11,2,False,1,2,19,107.90172300000016
11,2,False,1,2,20,114.71684800000006
11,2,False,1,2,21,103.59793900000003
11,2,False,1,2,22,105.88352100000004
11,2,False,1,2,23,101.77576200000007
11,4,False,1,2,0,2530.1165649999975
11,4,False,1,2,1,95.97095200000001
11,4,False,1,2,2,93.32421699999996
11,4,False,1,2,3,94.28614500000003
11,4,False,1,2,4,82.152759
11,4,False,1,2,5,89.53337300000003
11,4,False,1,2,6,106.45733000000007
11,4,False,1,2,7,102.79204000000013
11,4,False,1,2,8,109.28132500000007
11,4,False,1,2,9,106.91085500000005
11,4,False,1,2,10,107.2873170000001
11,4,False,1,2,11,109.71187900000008
11,4,False,1,2,12,93.54802100000003
11,4,False,1,2,13,110.55727000000014
11,4,False,1,2,14,102.00916800000012
11,4,False,1,2,15,111.63165499999997
11,4,False,1,2,16,111.06154100000013
11,4,False,1,2,17,109.3608390000001
11,4,False,1,2,18,113.04178900000012
11,4,False,1,2,19,106.77781500000006
11,4,False,1,2,20,109.69102500000004
11,4,False,1,2,21,104.35290300000007
11,4,False,1,2,22,100.67312900000009
11,4,False,1,2,23,97.66244400000008
11,6,True,1,2,0,2419.522176999995
11,6,True,1,2,1,89.45580300000012
11,6,True,1,2,2,94.86352500000002
11,6,True,1,2,3,86.91233899999996
11,6,True,1,2,4,92.57027299999994
11,6,True,1,2,5,79.78507300000004
11,6,True,1,2,6,92.68965500000006
11,6,True,1,2,7,100.86263900000013
11,6,True,1,2,8,98.3430300000001
11,6,True,1,2,9,99.71622500000007
11,6,True,1,2,10,98.83167300000012
11,6,True,1,2,11,105.57623200000012
11,6,True,1,2,12,99.11456300000006
11,6,True,1,2,13,98.3485450000001
11,6,True,1,2,14,104.41339100000012
11,6,True,1,2,15,90.59133300000005
11,6,True,1,2,16,107.70340400000009
11,6,True,1,2,17,102.0894550000001
11,6,True,1,2,18,108.22507000000007
11,6,True,1,2,19,99.43941000000011
11,6,True,1,2,20,96.04156900000014
11,6,True,1,2,21,104.71406200000006
11,6,True,1,2,22,97.36822000000006
11,6,True,1,2,23,93.77529000000003
12,0,False,1,2,0,2558.7822319999955
12,0,False,1,2,1,88.96397800000005
12,0,False,1,2,2,81.82749400000003
12,0,False,1,2,3,76.77688400000001
12,0,False,1,2,4,86.95515600000006
12,0,False,1,2,5,83.69452599999998
12,0,False,1,2,6,101.95143800000008
12,0,False,1,2,7,102.45721000000005
12,0,False,1,2,8,118.94783500000017
12,0,False,1,2,9,108.73184500000009
12,0,False,1,2,10,115.50972400000012
12,0,False,1,2,11,100.23170100000009
12,0,False,1,2,12,104.25216300000008
12,0,False,1,2,13,115.24274000000014
12,0,False,1,2,14,111.0516310000001
12,0,False,1,2,15,107.4420870000001
12,0,False,1,2,16,114.43312400000012
12,0,False,1,2,17,113.42274300000003
12,0,False,1,2,18,122.84727300000009
12,0,False,1,2,19,106.5924950000002
12,0,False,1,2,20,113.55806400000006
12,0,False,1,2,21,104.3688440000001
12,0,False,1,2,22,108.76662100000007
12,0,False,1,2,23,96.34567400000012
12,3,False,1,2,0,2543.473406999978
12,3,False,1,2,1,94.51694200000004
12,3,False,1,2,2,90.74497900000007
12,3,False,1,2,3,94.54678000000006
12,3,False,1,2,4,88.19379700000009
12,3,False,1,2,5,95.15196
12,3,False,1,2,6,99.20584799999996
12,3,False,1,2,7,105.21837200000006
12,3,False,1,2,8,111.22903500000008
12,3,False,1,2,9,113.37623900000017
12,3,False,1,2,10,106.6583080000001
12,3,False,1,2,11,105.41116300000003
12,3,False,1,2,12,104.70149800000006
12,3,False,1,2,13,88.06054200000005
12,3,False,1,2,14,102.19674700000012
12,3,False,1,2,15,115.13807000000006
12,3,False,1,2,16,111.76046100000015
12,3,False,1,2,17,116.38590800000004
12,3,False,1,2,18,108.01983800000012
12,3,False,1,2,19,105.1966190000002
12,3,False,1,2,20,101.65402300000001
12,3,False,1,2,21,101.03541000000008
12,3,False,1,2,22,106.46888100000001
12,3,False,1,2,23,95.42747500000002
12,5,True,1,2,0,2536.270638999977
12,5,True,1,2,1,90.579122
12,5,True,1,2,2,88.75175900000002
12,5,True,1,2,3,89.929339
12,5,True,1,2,4,86.80646400000008
12,5,True,1,2,5,99.94926099999999
12,5,True,1,2,6,100.36836900000006
12,5,True,1,2,7,94.05236300000011
12,5,True,1,2,8,114.4930570000001
12,5,True,1,2,9,108.9657250000001
12,5,True,1,2,10,105.00147300000015
12,5,True,1,2,11,105.83421800000009
12,5,True,1,2,12,105.4219380000001
12,5,True,1,2,13,99.99162
12,5,True,1,2,14,107.90377400000015
12,5,True,1,2,15,114.90078500000011
12,5,True,1,2,16,106.33083300000015
12,5,True,1,2,17,107.70933700000012
12,5,True,1,2,18,106.80504200000014
12,5,True,1,2,19,111.66051200000017
12,5,True,1,2,20,102.94430300000008
12,5,True,1,2,21,95.863131
12,5,True,1,2,22,109.03751600000012
12,5,True,1,2,23,91.77745600000004
13,1,False,1,2,0,2600.0672180000047
13,1,False,1,2,1,92.03485799999999
13,1,False,1,2,2,88.107308
13,1,False,1,2,3,97.4178070000001
13,1,False,1,2,4,85.92745000000008
13,1,False,1,2,5,95.76951000000012
13,1,False,1,2,6,98.88786000000015
13,1,False,1,2,7,104.6170680000001
13,1,False,1,2,8,119.90613700000011
13,1,False,1,2,9,110.62430200000011
13,1,False,1,2,10,108.84904700000011
13,1,False,1,2,11,106.98117500000006
13,1,False,1,2,12,104.1580360000001
13,1,False,1,2,13,114.61887900000015
13,1,False,1,2,14,103.99846300000016
13,1,False,1,2,15,117.53783900000009
13,1,False,1,2,16,111.43699100000013
13,1,False,1,2,17,114.22010400000002
13,1,False,1,2,18,119.24336500000008
13,1,False,1,2,19,109.02587600000014
13,1,False,1,2,20,111.46777500000007
13,1,False,1,2,21,103.89822599999998
13,1,False,1,2,22,106.52350600000001
13,1,False,1,2,23,94.39379200000006
13,4,False,1,1,0,2179.2035139999844
13,4,False,1,1,1,83.38623700000002
13,4,False,1,1,2,82.00604300000002
13,4,False,1,1,3,82.38414700000006
13,4,False,1,1,4,88.26338300000002
13,4,False,1,1,5,85.504556
13,4,False,1,1,6,90.31479800000004
13,4,False,1,1,7,96.93927800000012
13,4,False,1,1,8,78.48571100000002
13,4,False,1,1,9,90.87729000000006
13,4,False,1,1,10,90.55325400000005
13,4,False,1,1,11,90.67226699999998
13,4,False,1,1,12,79.74227700000002
13,4,False,1,1,13,84.98411800000001
13,4,False,1,1,14,89.26221800000009
13,4,False,1,1,15,87.53600300000002
13,4,False,1,1,16,92.5131239999999
13,4,False,1,1,17,86.99139600000004
13,4,False,1,1,18,85.69635200000002
13,4,False,1,1,19,85.358225
13,4,False,1,1,20,90.392306
13,4,False,1,1,21,81.21757799999999
13,4,False,1,1,22,92.17731200000004
13,4,False,1,1,23,72.79112100000005
13,6,True,1,2,0,2410.847191999983
13,6,True,1,2,1,81.75204700000003
13,6,True,1,2,2,94.92664700000003
13,6,True,1,2,3,86.355339
13,6,True,1,2,4,92.69708700000004
13,6,True,1,2,5,82.58559500000005
13,6,True,1,2,6,95.09287499999999
13,6,True,1,2,7,103.10671000000006
13,6,True,1,2,8,96.41570800000014
13,6,True,1,2,9,96.50958100000004
13,6,True,1,2,10,99.85426800000006
13,6,True,1,2,11,102.8589850000001
13,6,True,1,2,12,95.20147700000015
13,6,True,1,2,13,98.1365690000001
13,6,True,1,2,14,101.73599700000008
13,6,True,1,2,15,99.91045400000014
13,6,True,1,2,16,102.5198000000001
13,6,True,1,2,17,98.5430530000001
13,6,True,1,2,18,107.54973400000011
13,6,True,1,2,19,95.4043400000001
13,6,True,1,2,20,96.24371900000001
13,6,True,1,2,21,97.1989240000001
13,6,True,1,2,22,102.50463200000016
13,6,True,1,2,23,90.76817500000006
14,0,False,1,2,0,2403.757329999984
14,0,False,1,2,1,91.82314800000002
14,0,False,1,2,2,80.86309700000001
14,0,False,1,2,3,86.18960699999997
14,0,False,1,2,4,74.73618400000005
14,0,False,1,2,5,88.18316800000005
14,0,False,1,2,6,93.57536900000011
14,0,False,1,2,7,107.3759470000001
14,0,False,1,2,8,100.28217100000013
14,0,False,1,2,9,106.83418500000005
14,0,False,1,2,10,109.86809400000006
14,0,False,1,2,11,93.82114500000004
14,0,False,1,2,12,104.71451900000005
14,0,False,1,2,13,99.1562200000001
14,0,False,1,2,14,100.80838000000014
14,0,False,1,2,15,101.4969070000002
14,0,False,1,2,16,104.77542900000006
14,0,False,1,2,17,102.43331400000008
14,0,False,1,2,18,106.6333450000001
14,0,False,1,2,19,106.35090300000012
14,0,False,1,2,20,98.09106300000009
14,0,False,1,2,21,95.99840800000007
14,0,False,1,2,22,100.39828400000009
14,0,False,1,2,23,99.71024100000005
14,2,False,1,2,0,2550.315484000007
14,2,False,1,2,1,95.47761700000012
14,2,False,1,2,2,90.68537000000005
14,2,False,1,2,3,93.31973800000007
14,2,False,1,2,4,86.13746700000002
14,2,False,1,2,5,93.68586500000004
14,2,False,1,2,6,97.47802300000014
14,2,False,1,2,7,104.89440100000009
14,2,False,1,2,8,116.3366980000001
14,2,False,1,2,9,108.86828000000011
14,2,False,1,2,10,106.37934300000012
14,2,False,1,2,11,106.59212900000007
14,2,False,1,2,12,101.57280000000014
14,2,False,1,2,13,110.7185880000001
14,2,False,1,2,14,108.67194700000003
14,2,False,1,2,15,102.27692100000006
14,2,False,1,2,16,117.52238700000015
14,2,False,1,2,17,111.36839200000006
14,2,False,1,2,18,117.21215400000013
14,2,False,1,2,19,105.04888500000017
14,2,False,1,2,20,104.59570100000008
14,2,False,1,2,21,107.48780800000007
14,2,False,1,2,22,102.73094300000011
14,2,False,1,2,23,99.34561300000009
14,5,True,1,1,0,2178.8250789999793
14,5,True,1,1,1,68.64842000000003
14,5,True,1,1,2,72.82854599999997
14,5,True,1,1,3,69.85115800000004
14,5,True,1,1,4,64.32386900000002
14,5,True,1,1,5,68.33902400000002
14,5,True,1,1,6,86.58534100000003
14,5,True,1,1,7,84.03661700000009
14,5,True,1,1,8,93.28156600000014
14,5,True,1,1,9,96.78168600000008
14,5,True,1,1,10,98.49947900000005
14,5,True,1,1,11,107.84128600000003
14,5,True,1,1,12,91.03718200000006
14,5,True,1,1,13,108.99136000000006
14,5,True,1,1,14,101.49465100000006
14,5,True,1,1,15,108.36281900000012
14,5,True,1,1,16,104.79061000000007
14,5,True,1,1,17,101.99920100000008
14,5,True,1,1,18,101.67096500000011
14,5,True,1,1,19,81.71502400000001
14,5,True,1,1,20,77.94764100000002
14,5,True,1,1,21,77.54824800000003
14,5,True,1,1,22,76.83891800000002
14,5,True,1,1,23,68.51936400000001
15,1,False,2,2,0,2502.459007999985
15,1,False,2,2,1,94.60129900000011
15,1,False,2,2,2,90.27416000000005
15,1,False,2,2,3,92.79104400000003
15,1,False,2,2,4,83.92948700000004
15,1,False,2,2,5,94.88907600000003
15,1,False,2,2,6,95.20731600000006
15,1,False,2,2,7,100.4872460000001
15,1,False,2,2,8,112.92646400000015
15,1,False,2,2,9,103.02898600000012
15,1,False,2,2,10,110.98123600000012
15,1,False,2,2,11,97.16269300000006
15,1,False,2,2,12,102.61719700000012
15,1,False,2,2,13,103.2507670000001
15,1,False,2,2,14,103.4940460000001
15,1,False,2,2,15,114.47121900000008
15,1,False,2,2,16,103.49654200000012
15,1,False,2,2,17,115.29444600000004
15,1,False,2,2,18,103.90815999999995
15,1,False,2,2,19,110.33725999999999
15,1,False,2,2,20,104.73364300000004
15,1,False,2,2,21,103.26304300000001
15,1,False,2,2,22,97.74713700000002
15,1,False,2,2,23,92.02467299999999
15,3,False,2,2,0,2455.2568859999947
15,3,False,2,2,1,95.22253800000003
15,3,False,2,2,2,89.08241699999995
15,3,False,2,2,3,84.85757800000002
15,3,False,2,2,4,88.84846199999998
15,3,False,2,2,5,87.05839300000004
15,3,False,2,2,6,101.30743700000009
15,3,False,2,2,7,92.546219
15,3,False,2,2,8,105.60764100000003
15,3,False,2,2,9,111.55021300000007
15,3,False,2,2,10,102.06338800000005
15,3,False,2,2,11,99.09154900000006
15,3,False,2,2,12,97.41241700000006
15,3,False,2,2,13,103.72373100000009
15,3,False,2,2,14,107.9886560000001
15,3,False,2,2,15,105.20758700000009
15,3,False,2,2,16,105.7274380000001
15,3,False,2,2,17,110.74882500000017
15,3,False,2,2,18,100.47536100000006
15,3,False,2,2,19,105.61790500000018
15,3,False,2,2,20,98.09857600000014
15,3,False,2,2,21,96.32664599999993
15,3,False,2,2,22,102.13599199999997
15,3,False,2,2,23,87.93669100000002
15,6,True,2,1,0,2477.2376859999895
15,6,True,2,1,1,83.28484699999998
15,6,True,2,1,2,82.90122800000003
15,6,True,2,1,3,79.27725900000006
15,6,True,2,1,4,85.57799699999997
15,6,True,2,1,5,82.29107400000007
15,6,True,2,1,6,85.99787499999998
15,6,True,2,1,7,102.22091300000002
15,6,True,2,1,8,100.58691000000017
15,6,True,2,1,9,103.4605400000001
15,6,True,2,1,10,106.49990600000012
15,6,True,2,1,11,109.77560800000009
15,6,True,2,1,12,96.25809800000006
15,6,True,2,1,13,107.6073460000001
15,6,True,2,1,14,117.3343470000001
15,6,True,2,1,15,101.71373000000014
15,6,True,2,1,16,116.63018800000005
15,6,True,2,1,17,105.84068500000012
15,6,True,2,1,18,114.55969400000012
15,6,True,2,1,19,107.49435300000013
15,6,True,2,1,20,100.82877700000007
15,6,True,2,1,21,104.47199300000011
15,6,True,2,1,22,107.70404800000009
15,6,True,2,1,23,97.44766400000009
16,0,False,2,2,0,2584.677613000004
16,0,False,2,2,1,88.112914
16,0,False,2,2,2,90.09915099999996
16,0,False,2,2,3,93.15202799999996
16,0,False,2,2,4,85.04654499999998
16,0,False,2,2,5,96.51547900000004
16,0,False,2,2,6,90.41610500000004
16,0,False,2,2,7,111.02514800000021
16,0,False,2,2,8,109.33234300000014
16,0,False,2,2,9,119.35646700000008
16,0,False,2,2,10,103.9801510000001
16,0,False,2,2,11,109.38049000000017
16,0,False,2,2,12,109.72497800000014
16,0,False,2,2,13,109.98024400000014
16,0,False,2,2,14,110.41969100000011
16,0,False,2,2,15,109.29959700000009
16,0,False,2,2,16,118.91025800000017
16,0,False,2,2,17,106.51797900000015
16,0,False,2,2,18,122.96876700000008
16,0,False,2,2,19,108.05816300000012
16,0,False,2,2,20,113.4245710000001
16,0,False,2,2,21,105.05726800000014
16,0,False,2,2,22,95.27258400000001
16,0,False,2,2,23,101.16203600000009
16,2,False,2,2,0,2441.7964379999903
16,2,False,2,2,1,86.95638600000004
16,2,False,2,2,2,95.59417900000004
16,2,False,2,2,3,87.92784400000009
16,2,False,2,2,4,89.97426000000004
16,2,False,2,2,5,84.93418600000003
16,2,False,2,2,6,100.45499900000004
16,2,False,2,2,7,94.58750000000006
16,2,False,2,2,8,101.32085600000008
16,2,False,2,2,9,105.37778500000007
16,2,False,2,2,10,100.23756400000008
16,2,False,2,2,11,101.81191800000002
16,2,False,2,2,12,93.15299899999997
16,2,False,2,2,13,97.25870500000008
16,2,False,2,2,14,109.52454200000011
16,2,False,2,2,15,99.46442000000003
16,2,False,2,2,16,99.39038900000018
16,2,False,2,2,17,109.60915300000012
16,2,False,2,2,18,100.71259800000006
16,2,False,2,2,19,111.40805000000013
16,2,False,2,2,20,95.34997599999998
16,2,False,2,2,21,102.92584800000006
16,2,False,2,2,22,96.008447
16,2,False,2,2,23,92.27144200000002
16,4,False,2,2,0,2513.1460650000004
16,4,False,2,2,1,84.56997999999996
16,4,False,2,2,2,91.97851200000004
16,4,False,2,2,3,87.06180900000003
16,4,False,2,2,4,76.44455099999999
16,4,False,2,2,5,91.44733800000002
16,4,False,2,2,6,97.85171700000011
16,4,False,2,2,7,109.7758190000001
16,4,False,2,2,8,108.87576999999999
16,4,False,2,2,9,110.97942900000004
16,4,False,2,2,10,107.23537400000005
16,4,False,2,2,11,103.75907400000003
16,4,False,2,2,12,101.10731400000006
16,4,False,2,2,13,111.11582900000012
16,4,False,2,2,14,96.83549000000009
16,4,False,2,2,15,105.80397400000017
16,4,False,2,2,16,117.13936400000016
16,4,False,2,2,17,108.52561500000006
16,4,False,2,2,18,117.40699500000004
16,4,False,2,2,19,105.7059120000001
16,4,False,2,2,20,99.03768300000017
16,4,False,2,2,21,101.69608200000005
16,4,False,2,2,22,100.78211900000005
16,4,False,2,2,23,99.34869700000012
17,1,False,2,2,0,2603.2255380000056
17,1,False,2,2,1,97.15892100000006
17,1,False,2,2,2,90.49277200000006
17,1,False,2,2,3,89.29974500000007
17,1,False,2,2,4,89.92730900000001
17,1,False,2,2,5,97.02630100000009
17,1,False,2,2,6,100.90360500000003
17,1,False,2,2,7,113.64000200000017
17,1,False,2,2,8,104.2259870000001
17,1,False,2,2,9,111.91397700000014
17,1,False,2,2,10,113.30204800000011
17,1,False,2,2,11,101.76065100000007
17,1,False,2,2,12,109.20694800000018
17,1,False,2,2,13,110.4437550000001
17,1,False,2,2,14,101.37452800000015
17,1,False,2,2,15,121.00419800000019
17,1,False,2,2,16,112.74255300000011
17,1,False,2,2,17,120.09265400000014
17,1,False,2,2,18,107.59132300000006
17,1,False,2,2,19,116.09438500000009
17,1,False,2,2,20,103.37310700000006
17,1,False,2,2,21,112.22816700000007
17,1,False,2,2,22,103.43841600000006
17,1,False,2,2,23,94.51681000000005
17,3,False,2,2,0,2473.3789949999855
17,3,False,2,2,1,91.76242200000004
17,3,False,2,2,2,80.47130200000005
17,3,False,2,2,3,92.64724200000008
17,3,False,2,2,4,89.73431800000002
17,3,False,2,2,5,85.18012700000003
17,3,False,2,2,6,96.12456800000002
17,3,False,2,2,7,105.92068100000004
17,3,False,2,2,8,102.23563600000006
17,3,False,2,2,9,109.58343000000013
17,3,False,2,2,10,100.47455700000009
17,3,False,2,2,11,98.13134800000007
17,3,False,2,2,12,99.19195200000009
17,3,False,2,2,13,95.64520200000001
17,3,False,2,2,14,107.069362
17,3,False,2,2,15,101.4872600000001
17,3,False,2,2,16,108.88236800000006
17,3,False,2,2,17,108.75646000000008
17,3,False,2,2,18,107.0310150000001
17,3,False,2,2,19,108.23567100000012
17,3,False,2,2,20,105.9238960000001
17,3,False,2,2,21,100.9121250000001
17,3,False,2,2,22,96.87112500000005
17,3,False,2,2,23,98.34567600000007
17,5,True,2,2,0,2500.9753159999927
17,5,True,2,2,1,84.8476910000001
17,5,True,2,2,2,93.98894500000011
17,5,True,2,2,3,84.18651200000006
17,5,True,2,2,4,85.09216700000005
17,5,True,2,2,5,94.87283700000002
17,5,True,2,2,6,92.20438900000003
17,5,True,2,2,7,100.79931100000012
17,5,True,2,2,8,102.12459100000007
17,5,True,2,2,9,107.24431000000001
17,5,True,2,2,10,113.03092400000014
17,5,True,2,2,11,103.07192200000006
17,5,True,2,2,12,109.19860500000003
17,5,True,2,2,13,100.10745500000013
17,5,True,2,2,14,107.39777500000005
17,5,True,2,2,15,115.78549300000006
17,5,True,2,2,16,109.48448500000009
17,5,True,2,2,17,113.69858000000012
17,5,True,2,2,18,105.48940200000007
17,5,True,2,2,19,103.86343000000015
17,5,True,2,2,20,107.27503300000006
17,5,True,2,2,21,94.30520100000004
17,5,True,2,2,22,106.60583300000015
17,5,True,2,2,23,92.254733
18,2,False,2,2,0,2592.452576000009
18,2,False,2,2,1,98.32461900000004
18,2,False,2,2,2,91.19061999999994
18,2,False,2,2,3,87.83254200000005
18,2,False,2,2,4,89.38884399999999
18,2,False,2,2,5,91.36237699999998
18,2,False,2,2,6,109.90834600000007
18,2,False,2,2,7,105.89867600000011
18,2,False,2,2,8,110.39716400000019
18,2,False,2,2,9,111.33403400000014
18,2,False,2,2,10,112.99832200000014
18,2,False,2,2,11,98.4808960000001
18,2,False,2,2,12,108.69251699999998
18,2,False,2,2,13,111.61904500000004
18,2,False,2,2,14,108.51627200000007
18,2,False,2,2,15,111.10073700000014
18,2,False,2,2,16,110.77217900000011
18,2,False,2,2,17,112.44097300000007
18,2,False,2,2,18,112.46722800000018
18,2,False,2,2,19,113.9520760000001
18,2,False,2,2,20,105.73026800000011
18,2,False,2,2,21,111.75618500000013
18,2,False,2,2,22,96.56611900000004
18,2,False,2,2,23,103.18656700000004
18,4,False,2,2,0,2495.1098499999825
18,4,False,2,2,1,79.34412999999999
18,4,False,2,2,2,90.485791
18,4,False,2,2,3,90.406324
18,4,False,2,2,4,84.646547
18,4,False,2,2,5,92.87183600000004
18,4,False,2,2,6,95.43999300000004
18,4,False,2,2,7,100.08419399999998
18,4,False,2,2,8,109.32399200000017
18,4,False,2,2,9,107.89300400000013
18,4,False,2,2,10,96.33966600000005
18,4,False,2,2,11,104.53444400000011
18,4,False,2,2,12,95.52137700000003
18,4,False,2,2,13,109.39833100000007
18,4,False,2,2,14,95.46351
18,4,False,2,2,15,111.88022300000004
18,4,False,2,2,16,112.0842130000001
18,4,False,2,2,17,104.05707300000007
18,4,False,2,2,18,114.66388500000019
18,4,False,2,2,19,109.03372100000009
18,4,False,2,2,20,100.3403870000001
18,4,False,2,2,21,106.73980100000011
18,4,False,2,2,22,100.88886900000003
18,4,False,2,2,23,97.85379100000009
18,6,True,2,2,0,2383.0671569999968
18,6,True,2,2,1,93.04681700000003
18,6,True,2,2,2,89.39335400000002
18,6,True,2,2,3,86.275058
18,6,True,2,2,4,90.32092900000002
18,6,True,2,2,5,86.34597600000002
18,6,True,2,2,6,94.23947399999999
18,6,True,2,2,7,95.20780600000012
18,6,True,2,2,8,101.62171500000007
18,6,True,2,2,9,96.72118800000003
18,6,True,2,2,10,99.80304200000016
18,6,True,2,2,11,101.40279000000005
18,6,True,2,2,12,91.72861900000002
18,6,True,2,2,13,104.28425700000011
18,6,True,2,2,14,98.70139300000004
18,6,True,2,2,15,100.12449700000018
18,6,True,2,2,16,108.8170790000001
18,6,True,2,2,17,96.59563000000003
18,6,True,2,2,18,105.81912800000019
18,6,True,2,2,19,97.04395400000004
18,6,True,2,2,20,90.89662000000008
18,6,True,2,2,21,97.94553500000016
18,6,True,2,2,22,94.51845099999996
18,6,True,2,2,23,85.223131
19,0,False,2,2,0,2522.4451789999807
19,0,False,2,2,1,80.23316300000008
19,0,False,2,2,2,90.068033
19,0,False,2,2,3,80.73426700000005
19,0,False,2,2,4,80.74611800000001
19,0,False,2,2,5,86.96666700000004
19,0,False,2,2,6,94.15555000000005
19,0,False,2,2,7,96.24758400000002
19,0,False,2,2,8,113.25438900000005
19,0,False,2,2,9,109.25345700000014
19,0,False,2,2,10,115.51899300000012
19,0,False,2,2,11,104.74934200000008
19,0,False,2,2,12,104.60178500000013
19,0,False,2,2,13,105.17939000000013
19,0,False,2,2,14,109.61909100000011
19,0,False,2,2,15,108.36648900000004
19,0,False,2,2,16,115.69605100000008
19,0,False,2,2,17,114.03438000000017
19,0,False,2,2,18,111.26000100000009
19,0,False,2,2,19,106.91061800000001
19,0,False,2,2,20,110.49194900000008
19,0,False,2,2,21,104.62385300000004
19,0,False,2,2,22,101.1925160000001
19,0,False,2,2,23,100.0101550000001
19,3,False,2,2,0,2481.8184469999815
19,3,False,2,2,1,97.61202700000007
19,3,False,2,2,2,89.020299
19,3,False,2,2,3,89.07593900000003
19,3,False,2,2,4,88.765466
19,3,False,2,2,5,88.92650900000005
19,3,False,2,2,6,105.3899300000001
19,3,False,2,2,7,106.29697500000015
19,3,False,2,2,8,108.98118800000012
19,3,False,2,2,9,110.69711800000009
19,3,False,2,2,10,98.66981600000008
19,3,False,2,2,11,109.68337200000009
19,3,False,2,2,12,98.93103300000008
19,3,False,2,2,13,101.99905500000001
19,3,False,2,2,14,101.23850500000015
19,3,False,2,2,15,103.64806600000018
19,3,False,2,2,16,105.07979500000012
19,3,False,2,2,17,104.57961900000011
19,3,False,2,2,18,112.87100100000013
19,3,False,2,2,19,93.54501700000013
19,3,False,2,2,20,105.84545800000016
19,3,False,2,2,21,95.92781400000013
19,3,False,2,2,22,98.5754650000001
19,3,False,2,2,23,87.20965800000006
19,5,True,2,2,0,2438.0355629999885
19,5,True,2,2,1,90.43364399999999
19,5,True,2,2,2,93.283105
19,5,True,2,2,3,82.40243000000001
19,5,True,2,2,4,92.330423
19,5,True,2,2,5,87.258034
19,5,True,2,2,6,95.08783800000009
19,5,True,2,2,7,95.88560700000008
19,5,True,2,2,8,100.15454100000011
19,5,True,2,2,9,101.48744900000011
19,5,True,2,2,10,101.82417500000012
19,5,True,2,2,11,101.27857500000015
19,5,True,2,2,12,98.29083000000006
19,5,True,2,2,13,101.57298600000006
19,5,True,2,2,14,94.95457000000007
19,5,True,2,2,15,108.46379000000005
19,5,True,2,2,16,105.25983600000012
19,5,True,2,2,17,107.84561000000012
19,5,True,2,2,18,106.44240000000016
19,5,True,2,2,19,100.17103800000017
19,5,True,2,2,20,107.08358400000003
19,5,True,2,2,21,96.20886000000012
19,5,True,2,2,22,104.91731300000014
19,5,True,2,2,23,95.39999500000009
20,1,False,2,2,0,2558.2075119999977
20,1,False,2,2,1,94.68437300000001
20,1,False,2,2,2,88.314041
20,1,False,2,2,3,94.1104400000001
20,1,False,2,2,4,86.29144899999996
20,1,False,2,2,5,95.27827300000001
20,1,False,2,2,6,97.27593200000005
20,1,False,2,2,7,102.52133600000023
20,1,False,2,2,8,106.02590500000007
20,1,False,2,2,9,111.05275500000012
20,1,False,2,2,10,112.28872300000012
20,1,False,2,2,11,101.38883100000008
20,1,False,2,2,12,108.57041700000009
20,1,False,2,2,13,108.32084500000016
20,1,False,2,2,14,105.96504500000012
20,1,False,2,2,15,111.9576050000001
20,1,False,2,2,16,111.51031000000009
20,1,False,2,2,17,118.37054700000012
20,1,False,2,2,18,104.92938100000006
20,1,False,2,2,19,113.07405600000006
20,1,False,2,2,20,104.48251000000013
20,1,False,2,2,21,112.212477
20,1,False,2,2,22,99.76633700000015
20,1,False,2,2,23,99.80740999999999
20,4,False,2,2,0,2391.9305669999885
20,4,False,2,2,1,90.49100800000005
20,4,False,2,2,2,84.84775600000015
20,4,False,2,2,3,82.74803000000006
